id,mean,std,T,N,ADI,CV2
CID0_SID0_PID104_MGID6_CAT120-CAT250-CAT32,191.97368421052633,85.24505439171008,76,76,1.0,0.1971764236476327
CID0_SID0_PID117_MGID6_CAT14-CAT228-CAT31,488.42105263157896,172.04691322682078,76,76,1.0,0.12408092424692828
CID0_SID0_PID118_MGID6_CAT14-CAT228-CAT3180,195.39473684210526,95.11313669483215,76,76,1.0,0.23694922135685326
CID0_SID0_PID122_MGID6_CAT120-CAT268-CAT3127,103.51315789473684,52.27478510615549,76,76,1.0,0.2550312482584942
CID0_SID0_PID127_MGID6_CAT120-CAT258-CAT3172,61.973684210526315,28.048516863563638,76,75,1.0133333333333334,0.20483547525780468
CID0_SID0_PID129_MGID6_CAT110-CAT233-CAT3181,82.76315789473684,94.75017937306541,76,54,1.4074074074074074,1.3106477168274608
CID0_SID0_PID136_MGID6_CAT14-CAT228-CAT3161,38.55263157894737,20.17945802829673,76,73,1.0410958904109588,0.2739750026208807
CID0_SID0_PID166_MGID6_CAT120-CAT250-CAT359,166.57894736842104,76.11487163630068,76,76,1.0,0.2087847682367124
CID0_SID0_PID18_MGID6_CAT14-CAT228-CAT3142,37.078947368421055,25.25484146740699,76,73,1.0410958904109588,0.46391081833419723
CID0_SID0_PID190_MGID6_CAT14-CAT228-CAT3131,127.76315789473684,50.61221681795879,76,74,1.027027027027027,0.15692764032677128
CID0_SID0_PID193_MGID6_CAT18-CAT229-CAT3114,59.60526315789474,28.818549094807405,76,73,1.0410958904109588,0.2337625867611395
CID0_SID0_PID194_MGID5_CAT118-CAT280-CAT3109,39.44736842105263,23.407915890052866,76,74,1.027027027027027,0.3521189710195946
CID0_SID0_PID19_MGID6_CAT14-CAT228-CAT381,106.05263157894737,52.86659808406869,76,74,1.027027027027027,0.2484962450767301
CID0_SID0_PID201_MGID6_CAT18-CAT229-CAT3113,67.6842105263158,37.020790744775034,76,70,1.0857142857142856,0.2991690389866705
CID0_SID0_PID207_MGID6_CAT14-CAT228-CAT3179,92.55263157894737,45.19303625909404,76,75,1.0133333333333334,0.23843252429464612
CID0_SID0_PID214_MGID6_CAT18-CAT28-CAT39,53.421052631578945,25.178966437826496,76,76,1.0,0.22215235183252854
CID0_SID0_PID215_MGID6_CAT14-CAT228-CAT3149,268.2894736842105,118.53987411156619,76,76,1.0,0.19521880787453225
CID0_SID0_PID21_MGID6_CAT14-CAT228-CAT381,70.0,37.66519171153476,76,75,1.0133333333333334,0.28952380952380957
CID0_SID0_PID223_MGID6_CAT120-CAT258-CAT3172,140.78947368421052,51.374783902734144,76,76,1.0,0.13315566425015282
CID0_SID0_PID23_MGID6_CAT14-CAT253-CAT358,58.18421052631579,39.80476036064558,76,72,1.0555555555555556,0.4680149599439178
CID0_SID0_PID253_MGID6_CAT110-CAT233-CAT383,47.68421052631579,22.90572593701747,76,76,1.0,0.23074852142612345
CID0_SID0_PID259_MGID6_CAT121-CAT264-CAT3123,51.44736842105263,29.335027861741032,76,71,1.0704225352112675,0.32512224104586784
CID0_SID0_PID26_MGID6_CAT14-CAT253-CAT3156,75.15789473684211,29.595068342131576,76,75,1.0133333333333334,0.1550563231828679
CID0_SID0_PID291_MGID5_CAT116-CAT227-CAT398,79.53947368421052,35.27546485948317,76,75,1.0133333333333334,0.19668899684678132
CID0_SID0_PID296_MGID5_CAT116-CAT225-CAT3103,115.11842105263158,41.51785707548441,76,76,1.0,0.13007091954530992
CID0_SID0_PID300_MGID6_CAT120-CAT250-CAT324,364.5,159.16452703622957,76,73,1.0410958904109588,0.1906766445695131
CID0_SID0_PID310_MGID5_CAT116-CAT225-CAT3105,121.21052631578948,46.152303168090086,76,76,1.0,0.14497932837827804
CID0_SID0_PID345_MGID5_CAT116-CAT226-CAT396,47.75,27.424137786507227,76,74,1.027027027027027,0.32985206911360265
CID0_SID0_PID370_MGID6_CAT124-CAT266-CAT3199,69.73684210526316,29.976599060401593,76,76,1.0,0.18477370357185222
CID0_SID0_PID379_MGID2_CAT129-CAT276-CAT3231,41.44736842105263,34.203467557872784,76,70,1.0857142857142856,0.6809988074242043
CID0_SID0_PID38_MGID0_CAT15-CAT26-CAT365,43.68421052631579,83.16797629317281,76,60,1.2666666666666666,3.6246266995693626
CID0_SID0_PID411_MGID0_CAT128-CAT272-CAT3218,33.81578947368421,36.440530741219376,76,57,1.3333333333333333,1.1612622951647007
CID0_SID0_PID419_MGID6_CAT124-CAT251-CAT3153,47.46052631578947,29.67667581989766,76,76,1.0,0.3909897795738385
CID0_SID0_PID41_MGID6_CAT14-CAT253-CAT377,80.5,66.74778398319053,76,63,1.2063492063492063,0.6875146277792781
CID0_SID0_PID439_MGID6_CAT121-CAT261-CAT316,41.18421052631579,48.633790866383094,76,62,1.2258064516129032,1.394487916245615
CID0_SID0_PID486_MGID6_CAT120-CAT268-CAT363,236.05263157894737,99.27844945563864,76,76,1.0,0.17688551830765015
CID0_SID0_PID489_MGID6_CAT121-CAT264-CAT3123,68.02631578947368,38.40207413989008,76,74,1.027027027027027,0.31868047943112776
CID0_SID0_PID496_MGID5_CAT116-CAT225-CAT3101,64.30263157894737,27.856786001184517,76,76,1.0,0.18767417798162353
CID0_SID0_PID4_MGID2_CAT129-CAT278-CAT382,301.8421052631579,263.28038552749956,76,75,1.0133333333333334,0.7608120244439397
CID0_SID0_PID500_MGID6_CAT14-CAT228-CAT3179,69.60526315789474,43.89201262108887,76,76,1.0,0.3976370391281715
CID0_SID0_PID548_MGID3_CAT111-CAT262-CAT3182,56.25,30.38689410475071,76,75,1.0133333333333334,0.29182841152263383
CID0_SID0_PID554_MGID6_CAT14-CAT228-CAT3168,56.63157894736842,35.00736764559261,76,71,1.0704225352112675,0.3821215848316082
CID0_SID0_PID567_MGID6_CAT120-CAT250-CAT359,115.13157894736842,38.13986264798312,76,76,1.0,0.1097411047619048
CID0_SID0_PID578_MGID6_CAT14-CAT253-CAT358,62.60526315789474,27.482881434264215,76,76,1.0,0.1927093726734022
CID0_SID0_PID580_MGID2_CAT129-CAT276-CAT360,171.8421052631579,66.20595192409394,76,76,1.0,0.14843451553164527
CID0_SID0_PID596_MGID2_CAT129-CAT276-CAT360,121.3157894736842,71.46732783145332,76,76,1.0,0.3470407159763036
CID0_SID0_PID600_MGID2_CAT129-CAT278-CAT3157,56.578947368421055,21.32620494940109,76,75,1.0133333333333334,0.14207492338200828
CID0_SID0_PID631_MGID5_CAT116-CAT225-CAT3103,72.88157894736842,29.233755423146558,76,76,1.0,0.16089171193235818
CID0_SID0_PID633_MGID5_CAT116-CAT225-CAT3105,42.5,21.486429825977766,76,75,1.0133333333333334,0.25559400230680523
CID0_SID0_PID635_MGID5_CAT116-CAT227-CAT3104,44.18421052631579,30.381007455894018,76,74,1.027027027027027,0.472792026319116
CID0_SID0_PID638_MGID5_CAT116-CAT225-CAT394,56.5,31.821795465791478,76,72,1.0555555555555556,0.3172140861983451
CID0_SID0_PID644_MGID4_CAT123-CAT210-CAT317,73.28947368421052,49.352829243985234,76,74,1.027027027027027,0.453462004175141
CID0_SID0_PID672_MGID6_CAT110-CAT238-CAT3173,37.06578947368421,19.736487716116585,76,76,1.0,0.28352621999728034
CID0_SID0_PID686_MGID2_CAT10-CAT221-CAT3221,42.36842105263158,19.174178543213202,76,74,1.027027027027027,0.20480897084731808
CID0_SID0_PID691_MGID6_CAT121-CAT264-CAT319,410.6578947368421,140.8103739200659,76,76,1.0,0.11757336572271444
CID0_SID0_PID699_MGID2_CAT130-CAT275-CAT3191,61.8421052631579,32.11273999794223,76,74,1.027027027027027,0.2696411649313415
CID0_SID0_PID6_MGID6_CAT120-CAT250-CAT3170,75.52631578947368,44.223515218101035,76,74,1.027027027027027,0.34285455288599676
CID0_SID0_PID70_MGID6_CAT14-CAT228-CAT381,427.36842105263156,172.99994929519585,76,75,1.0133333333333334,0.16386533686007093
CID0_SID0_PID712_MGID6_CAT124-CAT266-CAT3199,178.55263157894737,82.29546682320431,76,74,1.027027027027027,0.21243169554700303
CID0_SID0_PID719_MGID6_CAT110-CAT257-CAT3205,44.39473684210526,19.863587421791614,76,75,1.0133333333333334,0.20019461912620984
CID0_SID0_PID72_MGID3_CAT125-CAT271-CAT3213,48.828947368421055,25.397841460982328,76,75,1.0133333333333334,0.27054461353010073
CID0_SID0_PID740_MGID2_CAT129-CAT276-CAT360,72.10526315789474,26.997075865048018,76,75,1.0133333333333334,0.1401843465288508
CID0_SID0_PID764_MGID5_CAT118-CAT280-CAT3111,47.89473684210526,27.776046729688233,76,72,1.0555555555555556,0.33632975083524524
CID0_SID0_PID769_MGID6_CAT120-CAT268-CAT3176,105.39473684210526,44.55530763664964,76,76,1.0,0.17871501654974548
CID0_SID0_PID76_MGID6_CAT18-CAT229-CAT3113,119.21052631578948,60.8333934150148,76,73,1.0410958904109588,0.26040833166836413
CID0_SID0_PID775_MGID6_CAT14-CAT228-CAT3167,155.6578947368421,57.55775131849842,76,76,1.0,0.13673047805306082
CID0_SID0_PID783_MGID5_CAT122-CAT281-CAT356,64.60526315789474,32.96223250827868,76,74,1.027027027027027,0.2603139470413124
CID0_SID0_PID796_MGID6_CAT14-CAT228-CAT31,97.76315789473684,46.23414854010043,76,74,1.027027027027027,0.22365328681572352
CID0_SID0_PID806_MGID6_CAT121-CAT264-CAT3184,39.86842105263158,27.251589362953087,76,69,1.1014492753623188,0.46722449142604044
CID0_SID0_PID810_MGID6_CAT14-CAT228-CAT3168,79.53947368421052,45.768822223422994,76,73,1.0410958904109588,0.3311113345980873
CID0_SID0_PID834_MGID0_CAT128-CAT272-CAT3154,108.15789473684211,62.41176227423352,76,72,1.0555555555555556,0.3329786902358695
CID0_SID0_PID843_MGID6_CAT14-CAT228-CAT3167,48.06578947368421,24.913897340676243,76,75,1.0133333333333334,0.26866505465572404
CID0_SID0_PID90_MGID6_CAT14-CAT253-CAT377,123.10526315789474,101.15724774789904,76,65,1.1692307692307693,0.6752129571358582
CID0_SID0_PID93_MGID6_CAT121-CAT261-CAT3223,59.96052631578947,22.71823983174382,76,76,1.0,0.14355505416505404
CID0_SID12_PID129_MGID6_CAT110-CAT233-CAT3181,44.473684210526315,51.44303611677952,76,51,1.4901960784313726,1.3379718263832971
CID0_SID12_PID41_MGID6_CAT14-CAT253-CAT377,40.39473684210526,51.59950360158346,76,45,1.6888888888888889,1.631704385899762
CID0_SID12_PID768_MGID0_CAT15-CAT25-CAT36,42.23684210526316,62.83520635674509,76,38,2.0,2.213212992886328
CID0_SID18_PID362_MGID1_CAT17-CAT217-CAT351,25.657894736842106,34.69238249974729,76,48,1.5833333333333333,1.8282105632259478
CID0_SID18_PID536_MGID0_CAT15-CAT26-CAT365,35.6578947368421,60.82401995518523,76,54,1.4074074074074074,2.9096372144533245
CID0_SID18_PID830_MGID1_CAT17-CAT216-CAT344,50.0,59.866518188383054,76,56,1.3571428571428572,1.4335999999999998
CID0_SID19_PID768_MGID0_CAT15-CAT25-CAT36,42.89473684210526,53.983103269416546,76,52,1.4615384615384615,1.5838267655287495
CID0_SID1_PID104_MGID6_CAT120-CAT250-CAT32,296.05263157894734,139.14097357110808,76,76,1.0,0.22088805135802483
CID0_SID1_PID108_MGID6_CAT18-CAT229-CAT3113,63.26315789473684,34.21787775264177,76,72,1.0555555555555556,0.2925528999089149
CID0_SID1_PID110_MGID2_CAT131-CAT279-CAT3121,72.63157894736842,26.60167518798426,76,75,1.0133333333333334,0.13414268711055097
CID0_SID1_PID114_MGID6_CAT110-CAT233-CAT372,252.89473684210526,123.9657564488267,76,71,1.0704225352112675,0.24028346585152538
CID0_SID1_PID117_MGID6_CAT14-CAT228-CAT31,665.0,257.7362993448925,76,76,1.0,0.15021312680196738
CID0_SID1_PID118_MGID6_CAT14-CAT228-CAT3180,284.86842105263156,116.51029620942099,76,76,1.0,0.1672784501135178
CID0_SID1_PID121_MGID2_CAT130-CAT274-CAT3195,43.28947368421053,36.12526937919354,76,75,1.0133333333333334,0.6963980993030984
CID0_SID1_PID122_MGID6_CAT120-CAT268-CAT3127,192.46052631578948,96.11721188763555,76,76,1.0,0.24941294526139426
CID0_SID1_PID127_MGID6_CAT120-CAT258-CAT3172,102.36842105263158,44.177473024235084,76,76,1.0,0.186238614160185
CID0_SID1_PID133_MGID2_CAT131-CAT277-CAT373,31.18421052631579,26.023943091604846,76,70,1.0857142857142856,0.6964287537016264
CID0_SID1_PID136_MGID6_CAT14-CAT228-CAT3161,52.23684210526316,25.799156792966514,76,75,1.0133333333333334,0.24392549494846955
CID0_SID1_PID138_MGID4_CAT127-CAT237-CAT3126,70.0,31.19829055146024,76,76,1.0,0.1986394557823129
CID0_SID1_PID140_MGID6_CAT14-CAT228-CAT310,66.1842105263158,34.2915774017725,76,75,1.0133333333333334,0.26845168880685394
CID0_SID1_PID151_MGID2_CAT131-CAT279-CAT3158,42.10526315789474,16.19183246567513,76,74,1.027027027027027,0.14788333333333328
CID0_SID1_PID166_MGID6_CAT120-CAT250-CAT359,253.02631578947367,109.50823088507525,76,76,1.0,0.18731050812495323
CID0_SID1_PID16_MGID6_CAT18-CAT229-CAT3113,52.11842105263158,27.75270178091407,76,70,1.0857142857142856,0.2835489462467762
CID0_SID1_PID17_MGID6_CAT120-CAT258-CAT3172,64.86842105263158,25.638170556295236,76,76,1.0,0.15620948862163592
CID0_SID1_PID18_MGID6_CAT14-CAT228-CAT3142,58.3421052631579,37.40287070322417,76,74,1.027027027027027,0.4110036501882263
CID0_SID1_PID190_MGID6_CAT14-CAT228-CAT3131,160.52631578947367,59.01174429647272,76,74,1.027027027027027,0.13514015945534355
CID0_SID1_PID194_MGID5_CAT118-CAT280-CAT3109,60.55263157894737,39.64455229052019,76,75,1.0133333333333334,0.4286481870871856
CID0_SID1_PID19_MGID6_CAT14-CAT228-CAT381,203.02631578947367,89.74065948561042,76,75,1.0133333333333334,0.19537718407733265
CID0_SID1_PID200_MGID6_CAT18-CAT229-CAT3113,41.973684210526315,23.21032740496381,76,70,1.0857142857142856,0.3057794898504011
CID0_SID1_PID201_MGID6_CAT18-CAT229-CAT3113,124.86842105263158,60.03317796136026,76,75,1.0133333333333334,0.23114123420545468
CID0_SID1_PID207_MGID6_CAT14-CAT228-CAT3179,114.14473684210526,52.27101273105223,76,75,1.0133333333333334,0.20970560893842377
CID0_SID1_PID213_MGID6_CAT14-CAT228-CAT381,52.86842105263158,28.90413677671446,76,72,1.0555555555555556,0.2989009718420747
CID0_SID1_PID214_MGID6_CAT18-CAT28-CAT39,87.10526315789474,42.200024943868904,76,76,1.0,0.23471271711649216
CID0_SID1_PID215_MGID6_CAT14-CAT228-CAT3149,411.9736842105263,180.14823331054978,76,76,1.0,0.19121460652674513
CID0_SID1_PID216_MGID6_CAT121-CAT264-CAT3123,54.3421052631579,30.214147958234825,76,75,1.0133333333333334,0.30913471967356326
CID0_SID1_PID219_MGID6_CAT18-CAT229-CAT3114,64.73684210526316,32.59749210028388,76,71,1.0704225352112675,0.2535510168109811
CID0_SID1_PID220_MGID6_CAT18-CAT229-CAT3113,52.76315789473684,27.597037725597836,76,74,1.027027027027027,0.2735667895929337
CID0_SID1_PID23_MGID6_CAT14-CAT253-CAT358,90.80263157894737,51.526826601772434,76,75,1.0133333333333334,0.322010417718093
CID0_SID1_PID247_MGID5_CAT116-CAT225-CAT394,35.30263157894737,18.4997439527089,76,75,1.0133333333333334,0.27461058563818047
CID0_SID1_PID249_MGID5_CAT116-CAT225-CAT3103,51.921052631578945,20.696384971226088,76,76,1.0,0.1588919923957375
CID0_SID1_PID250_MGID5_CAT116-CAT227-CAT397,84.72368421052632,39.61232087258055,76,76,1.0,0.21860037921996897
CID0_SID1_PID258_MGID2_CAT131-CAT279-CAT3121,51.05263157894737,25.117268820125652,76,74,1.027027027027027,0.24205193608955966
CID0_SID1_PID259_MGID6_CAT121-CAT264-CAT3123,72.63157894736842,34.616698130724195,76,70,1.0857142857142856,0.22715395925225787
CID0_SID1_PID26_MGID6_CAT14-CAT253-CAT3156,101.28947368421052,38.24789869242446,76,75,1.0133333333333334,0.14258916696439816
CID0_SID1_PID27_MGID6_CAT14-CAT228-CAT310,55.78947368421053,40.14185373214136,76,73,1.0410958904109588,0.5177144891420432
CID0_SID1_PID285_MGID6_CAT124-CAT251-CAT3203,41.76315789473684,23.47246240231455,76,73,1.0410958904109588,0.31588619304586585
CID0_SID1_PID290_MGID5_CAT116-CAT225-CAT3105,159.3421052631579,59.1462712561728,76,75,1.0133333333333334,0.13778236647594325
CID0_SID1_PID291_MGID5_CAT116-CAT227-CAT398,125.27631578947368,46.38235258779945,76,76,1.0,0.13707794976915516
CID0_SID1_PID292_MGID5_CAT116-CAT227-CAT3104,280.32894736842104,99.25823400375336,76,76,1.0,0.12537103046037937
CID0_SID1_PID293_MGID5_CAT116-CAT227-CAT3100,58.5,27.940174182229665,76,76,1.0,0.22811113546156275
CID0_SID1_PID295_MGID5_CAT116-CAT225-CAT3106,41.14473684210526,17.794908595714244,76,74,1.027027027027027,0.18705225372529524
CID0_SID1_PID296_MGID5_CAT116-CAT225-CAT3103,154.6184210526316,61.89711185621145,76,75,1.0133333333333334,0.16025747741559024
CID0_SID1_PID300_MGID6_CAT120-CAT250-CAT324,711.0394736842105,274.3489962700538,76,76,1.0,0.1488741614703775
CID0_SID1_PID304_MGID2_CAT131-CAT279-CAT3227,42.89473684210526,21.46723329316468,76,76,1.0,0.2504633219165193
CID0_SID1_PID321_MGID5_CAT118-CAT280-CAT3109,51.64473684210526,29.94114402061414,76,72,1.0555555555555556,0.336112483589598
CID0_SID1_PID345_MGID5_CAT116-CAT226-CAT396,100.14473684210526,46.37893313344424,76,75,1.0133333333333334,0.21447923361298443
CID0_SID1_PID362_MGID1_CAT17-CAT217-CAT351,30.144736842105264,30.116530985432085,76,69,1.1014492753623188,0.9981295135546113
CID0_SID1_PID366_MGID5_CAT116-CAT225-CAT3103,46.98684210526316,21.26436356665152,76,75,1.0133333333333334,0.20481052091974913
CID0_SID1_PID368_MGID5_CAT118-CAT280-CAT3112,41.01315789473684,23.769724957630526,76,75,1.0133333333333334,0.3358937268027689
CID0_SID1_PID370_MGID6_CAT124-CAT266-CAT3199,118.42105263157895,45.69617435712964,76,76,1.0,0.1489024526748971
CID0_SID1_PID373_MGID2_CAT131-CAT279-CAT322,44.60526315789474,28.352109361794547,76,71,1.0704225352112675,0.4040159761923408
CID0_SID1_PID374_MGID5_CAT118-CAT245-CAT393,50.39473684210526,18.216533843274295,76,75,1.0133333333333334,0.1306655577446161
CID0_SID1_PID379_MGID2_CAT129-CAT276-CAT3231,76.1842105263158,66.3921100786965,76,73,1.0410958904109588,0.7594566694805625
CID0_SID1_PID381_MGID0_CAT128-CAT23-CAT37,173.1578947368421,81.93022277223938,76,71,1.0704225352112675,0.22387400954043904
CID0_SID1_PID38_MGID0_CAT15-CAT26-CAT365,87.10526315789474,142.73346526047476,76,73,1.0410958904109588,2.6851145936966616
CID0_SID1_PID411_MGID0_CAT128-CAT272-CAT3218,67.36842105263158,55.28998513420266,76,70,1.0857142857142856,0.6735660807291668
CID0_SID1_PID415_MGID1_CAT17-CAT217-CAT342,86.0,37.60992776736838,76,76,1.0,0.19125292951144773
CID0_SID1_PID422_MGID5_CAT116-CAT225-CAT3101,120.92105263157895,90.90915071768367,76,76,1.0,0.5652119858719501
CID0_SID1_PID424_MGID5_CAT116-CAT227-CAT397,43.56578947368421,39.20759638176112,76,74,1.027027027027027,0.8099333100483599
CID0_SID1_PID439_MGID6_CAT121-CAT261-CAT316,93.28947368421052,115.30120737031608,76,73,1.0410958904109588,1.5275745850748288
CID0_SID1_PID452_MGID2_CAT129-CAT276-CAT360,54.3421052631579,35.18846501590313,76,74,1.027027027027027,0.4193027650589105
CID0_SID1_PID470_MGID5_CAT116-CAT225-CAT3101,46.61842105263158,22.281811479478446,76,75,1.0133333333333334,0.22844721651103525
CID0_SID1_PID486_MGID6_CAT120-CAT268-CAT363,286.3157894736842,123.52427135601765,76,76,1.0,0.18612898284313717
CID0_SID1_PID487_MGID3_CAT111-CAT262-CAT3182,39.21052631578947,22.9063692973366,76,72,1.0555555555555556,0.341277119649265
CID0_SID1_PID489_MGID6_CAT121-CAT264-CAT3123,112.23684210526316,46.089729418762445,76,76,1.0,0.16863100923710395
CID0_SID1_PID496_MGID5_CAT116-CAT225-CAT3101,73.69736842105263,32.49493077875055,76,76,1.0,0.1944138816999707
CID0_SID1_PID499_MGID6_CAT120-CAT268-CAT318,44.56578947368421,20.86933030474196,76,75,1.0133333333333334,0.21928746996213055
CID0_SID1_PID4_MGID2_CAT129-CAT278-CAT382,463.1578947368421,394.64823332960134,76,76,1.0,0.7260427341597798
CID0_SID1_PID500_MGID6_CAT14-CAT228-CAT3179,130.75,87.39078898831386,76,76,1.0,0.44673288755488444
CID0_SID1_PID554_MGID6_CAT14-CAT228-CAT3168,110.22368421052632,51.61720609363007,76,74,1.027027027027027,0.21930025712657344
CID0_SID1_PID556_MGID5_CAT116-CAT225-CAT394,47.89473684210526,61.30395940391201,76,75,1.0133333333333334,1.6383303143742711
CID0_SID1_PID563_MGID5_CAT116-CAT225-CAT3105,43.25,45.19148149817619,76,74,1.027027027027027,1.0917945805072007
CID0_SID1_PID578_MGID6_CAT14-CAT253-CAT358,106.3157894736842,32.897501638195685,76,76,1.0,0.0957481292683724
CID0_SID1_PID58_MGID5_CAT115-CAT242-CAT389,88.88157894736842,42.15715585133424,76,76,1.0,0.2249671386329506
