id,model,mae,bias,score
CID0_SID0_PID104_MGID6_CAT120-CAT250-CAT32,chronos2,80.6895991734096,-80.6399427141462,161.32954188755582
CID0_SID0_PID117_MGID6_CAT14-CAT228-CAT31,chronos2,99.66533551897321,-45.48818097795759,145.1535164969308
CID0_SID0_PID118_MGID6_CAT14-CAT228-CAT3180,chronos2,52.22617667061942,-43.521396092006135,95.74757276262555
CID0_SID0_PID122_MGID6_CAT120-CAT268-CAT3127,chronos2,98.14736611502511,-81.40784890311105,179.55521501813615
CID0_SID0_PID127_MGID6_CAT120-CAT258-CAT3172,chronos2,21.079993111746653,-15.380333491734095,36.46032660348075
CID0_SID0_PID129_MGID6_CAT110-CAT233-CAT3181,chronos2,50.955439703805105,-29.823019572666713,80.77845927647182
CID0_SID0_PID136_MGID6_CAT14-CAT228-CAT3161,chronos2,27.290582384381974,-21.575023651123047,48.865606035505024
CID0_SID0_PID166_MGID6_CAT120-CAT250-CAT359,chronos2,74.86003984723773,54.94857134137835,129.80861118861608
CID0_SID0_PID18_MGID6_CAT14-CAT228-CAT3142,chronos2,40.3356876373291,-33.11205809456961,73.44774573189872
CID0_SID0_PID190_MGID6_CAT14-CAT228-CAT3131,chronos2,86.4818594796317,-53.943292890276226,140.42515236990792
CID0_SID0_PID193_MGID6_CAT18-CAT229-CAT3114,chronos2,15.405316489083427,-1.767239706856864,17.17255619594029
CID0_SID0_PID194_MGID5_CAT118-CAT280-CAT3109,chronos2,36.03912244524275,-27.062531062534877,63.10165350777763
CID0_SID0_PID19_MGID6_CAT14-CAT228-CAT381,chronos2,34.48450034005301,-3.917047773088728,38.401548113141736
CID0_SID0_PID201_MGID6_CAT18-CAT229-CAT3113,chronos2,33.04564830235073,3.284590039934431,36.330238342285156
CID0_SID0_PID207_MGID6_CAT14-CAT228-CAT3179,chronos2,30.17083249773298,-8.355783190046038,38.52661568777902
CID0_SID0_PID214_MGID6_CAT18-CAT28-CAT39,chronos2,14.461611883980888,7.242711475917271,21.704323359898158
CID0_SID0_PID215_MGID6_CAT14-CAT228-CAT3149,chronos2,75.59569658551898,-41.36132158551897,116.95701817103796
CID0_SID0_PID21_MGID6_CAT14-CAT228-CAT381,chronos2,26.31028311593192,1.7284011840820312,28.03868430001395
CID0_SID0_PID223_MGID6_CAT120-CAT258-CAT3172,chronos2,28.58562469482422,-10.282992771693639,38.86861746651786
CID0_SID0_PID23_MGID6_CAT14-CAT253-CAT358,chronos2,65.36184528895787,-57.724832262311665,123.08667755126953
CID0_SID0_PID253_MGID6_CAT110-CAT233-CAT383,chronos2,16.563588278634207,9.696412222726005,26.26000050136021
CID0_SID0_PID259_MGID6_CAT121-CAT264-CAT3123,chronos2,32.164373125348774,24.3430666242327,56.50743974958148
CID0_SID0_PID26_MGID6_CAT14-CAT253-CAT3156,chronos2,29.082967485700333,-5.741135733468192,34.82410321916853
CID0_SID0_PID291_MGID5_CAT116-CAT227-CAT398,chronos2,25.01334544590541,11.07628413609096,36.08962958199637
CID0_SID0_PID296_MGID5_CAT116-CAT225-CAT3103,chronos2,30.991492135184153,7.773103986467634,38.764596121651785
CID0_SID0_PID300_MGID6_CAT120-CAT250-CAT324,chronos2,175.685546875,15.197344098772321,190.88289097377233
CID0_SID0_PID310_MGID5_CAT116-CAT225-CAT3105,chronos2,40.98636518205915,-5.044943673270089,46.03130885532924
CID0_SID0_PID345_MGID5_CAT116-CAT226-CAT396,chronos2,11.358805656433105,-5.655761310032436,17.01456696646554
CID0_SID0_PID370_MGID6_CAT124-CAT266-CAT3199,chronos2,30.16170528956822,-25.142948423113143,55.304653712681365
